seed,n,m,w,u,regular,brd_found_pne,brd_alpha,brd_time,zr_status,zr_gurobi_status,zr_mip_gap,zr_obj_bound,zr_runtime,zr_time,zr_eis_added_total,zr_eis_added_symmetric,zr_eis_added_core,zr_first_pne_time,best_pne_cost,so_status,so_cost,so_time,pos
0,4,5,11,10,TRUE,TRUE,1,0.095869064,OPTIMAL,2,1.11E-07,54.99999389,0.366492748,0.462361813,0,0,0,0.129699469,55,OPTIMAL,55,0.269019127,1
0,4,5,12,10,TRUE,TRUE,1,0.084757328,OPTIMAL,2,0,60,0.108514547,0.193271875,0,0,0,0.102754116,60,OPTIMAL,60,0.06250906,1
0,4,5,12,11,TRUE,TRUE,1,0.054147959,OPTIMAL,2,0,60,0.629101992,0.68324995,0,0,0,0.067149401,60,OPTIMAL,60,0.107510328,1
0,4,5,13,11,TRUE,TRUE,1,0.035001516,OPTIMAL,2,5.45E-08,64.99999645,0.189012527,0.224014044,0,0,0,0.052000046,65,OPTIMAL,65,0.104779243,1
0,4,5,13,12,TRUE,TRUE,1,0.032104731,OPTIMAL,2,0,65,0.428459167,0.460563898,0,0,0,0.051104546,65,OPTIMAL,65,0.107511759,1
0,4,5,14,12,TRUE,TRUE,1,0.065555334,OPTIMAL,2,0,70,0.264780045,0.330335379,0,0,0,0.093314886,70,OPTIMAL,70,0.256699085,1
0,4,5,14,13,TRUE,TRUE,1,0.04648757,OPTIMAL,2,0,70,0.133316755,0.179804325,0,0,0,0.063489199,70,OPTIMAL,70,0.610420227,1
0,4,5,15,12,TRUE,TRUE,1,0.010882139,OPTIMAL,2,0,75,0.032310247,0.043192387,0,0,0,0.019022226,75,OPTIMAL,75,0.03253746,1
0,4,5,15,13,TRUE,TRUE,1,0.040130854,OPTIMAL,2,0,75,0.266149044,0.306279898,0,0,0,0.055130959,75,OPTIMAL,75,0.37524581,1
0,4,5,15,14,TRUE,TRUE,1,0.03700614,OPTIMAL,2,0,75,0.129290342,0.166296482,0,0,0,0.053475142,75,OPTIMAL,75,0.67467618,1
0,4,6,4,3,TRUE,TRUE,1,0.027518511,OPTIMAL,2,0,24,0.091518641,0.119037151,0,0,0,0.052519798,24,OPTIMAL,24,0.016000748,1
0,4,6,6,4,TRUE,TRUE,1,0.00999856,OPTIMAL,2,0,36,0.018510342,0.028508902,0,0,0,0.017998219,36,OPTIMAL,36,0.015999079,1
0,4,6,7,5,TRUE,TRUE,1,0.056226492,OPTIMAL,2,0,42,0.035999775,0.092226267,0,0,0,0.067226887,42,OPTIMAL,42,0.058507919,1
0,4,6,8,6,TRUE,TRUE,1,0.042001247,OPTIMAL,2,0,48,0.206427813,0.24842906,0,0,0,0.05500102,48,OPTIMAL,48,0.192997932,1
