file,n,m,cap_factor,corr,replication,threads,br_threads,find_status,find_found,find_time,find_cuts,find_br_calls,find_first_pne_time
2-20-2-strongcorr-2.txt,2,20,0.2,strongly_correlated,2,1,1,FEASIBLE,True,0.025036096572875977,11,14,0.025036096572875977
2-20-2-strongcorr-3.txt,2,20,0.2,strongly_correlated,3,1,1,FEASIBLE,True,0.02500176429748535,12,14,0.02500176429748535
2-20-2-strongcorr-4.txt,2,20,0.2,strongly_correlated,4,1,1,FEASIBLE,True,0.0720977783203125,23,28,0.07109856605529785
2-20-2-strongcorr-5.txt,2,20,0.2,strongly_correlated,5,1,1,FEASIBLE,True,0.024008512496948242,11,14,0.024008512496948242
2-20-2-strongcorr-6.txt,2,20,0.2,strongly_correlated,6,1,1,FEASIBLE,True,0.03652358055114746,13,16,0.03652358055114746
2-20-2-strongcorr-7.txt,2,20,0.2,strongly_correlated,7,1,1,FEASIBLE,True,0.023999929428100586,12,14,0.023999929428100586
2-20-2-strongcorr-8.txt,2,20,0.2,strongly_correlated,8,1,1,FEASIBLE,True,0.02800583839416504,13,16,0.02800583839416504
2-20-2-strongcorr-9.txt,2,20,0.2,strongly_correlated,9,1,1,FEASIBLE,True,0.03651714324951172,14,18,0.03651714324951172
2-20-2-uncorr-0.txt,2,20,0.2,uncorrelated,0,1,1,FEASIBLE,True,0.020999431610107422,10,12,0.01999950408935547
2-20-2-uncorr-1.txt,2,20,0.2,uncorrelated,1,1,1,FEASIBLE,True,0.024004459381103516,12,14,0.024004459381103516
2-20-2-uncorr-2.txt,2,20,0.2,uncorrelated,2,1,1,FEASIBLE,True,0.021226167678833008,10,12,0.021226167678833008
2-20-2-uncorr-3.txt,2,20,0.2,uncorrelated,3,1,1,FEASIBLE,True,0.02751469612121582,12,16,0.02751469612121582
2-20-2-uncorr-4.txt,2,20,0.2,uncorrelated,4,1,1,FEASIBLE,True,0.02200007438659668,10,12,0.02200007438659668
2-20-2-uncorr-5.txt,2,20,0.2,uncorrelated,5,1,1,FEASIBLE,True,0.02700018882751465,14,16,0.02700018882751465
2-20-2-uncorr-6.txt,2,20,0.2,uncorrelated,6,1,1,FEASIBLE,True,0.021007061004638672,10,12,0.021007061004638672
