seed,n,m,w_bar,u_bar,delta,regular,sum_w,sum_u,feasibility_repairs,brd_found_pne,brd_alpha,brd_time,zr_status,zr_gurobi_status,zr_mip_gap,zr_obj_bound,zr_runtime,zr_time,zr_eis_added_total,zr_eis_added_symmetric,zr_eis_added_core,zr_first_pne_time,best_pne_cost,so_status,so_cost,so_time,pos
0,4,4,6,6,0.2,FALSE,24,24,0,TRUE,1,0.006997585,OPTIMAL,2,0,25,0.016998768,0.023996353,0,0,0,0.014995813,25,OPTIMAL,25,0.01700592,1
0,4,4,6,7,0.2,FALSE,24,24,0,TRUE,1,0.006510258,OPTIMAL,2,0,29,0.014999628,0.021509886,0,0,0,0.014508963,29,OPTIMAL,29,0.017000914,1
0,4,4,7,7,0.2,FALSE,28,28,0,TRUE,1,0.006998539,OPTIMAL,2,0,29,0.015005112,0.022003651,0,0,0,0.015002966,29,OPTIMAL,29,0.014000177,1
0,4,4,7,8,0.2,FALSE,28,28,0,TRUE,1,0.008004189,OPTIMAL,2,0,33,0.014603853,0.022608042,0,0,0,0.015605688,33,OPTIMAL,33,0.015002012,1
0,4,4,7,9,0.2,FALSE,28,32,0,TRUE,1,0.023993969,OPTIMAL,2,1.16E-07,36.99999571,0.355871677,0.379865646,0,0,0,0.031995535,37,OPTIMAL,36.999997,0.314804792,1.000000081
0,4,4,8,8,0.2,FALSE,32,32,0,TRUE,1,0.00799942,OPTIMAL,2,0,33,0.015595436,0.023594856,0,0,0,0.015517235,33,OPTIMAL,33,0.023956299,1
0,4,4,8,9,0.2,FALSE,32,32,0,TRUE,1,0.007910252,OPTIMAL,2,0,37,0.016628981,0.024539232,0,0,0,0.014908552,37,OPTIMAL,37,0.026072741,1
0,4,4,8,10,0.2,FALSE,32,33,0,TRUE,1,0.032089472,OPTIMAL,2,0,43,0.028112888,0.06020236,0,0,0,0.04002142,43,OPTIMAL,43,0.032004356,1
0,4,4,9,9,0.2,FALSE,36,36,0,TRUE,1,0.008004904,OPTIMAL,2,0,37,0.018999815,0.027004719,0,0,0,0.01600337,37,OPTIMAL,37,0.014762163,1
0,4,4,9,10,0.2,FALSE,36,36,0,TRUE,1,0.006432056,OPTIMAL,2,0,43,0.020998955,0.027431011,0,0,0,0.014430523,43,OPTIMAL,43,0.012000799,1
0,4,4,9,11,0.2,FALSE,36,37,0,TRUE,1,0.014015913,OPTIMAL,2,0,47,0.029001951,0.043017864,0,0,0,0.02201581,47,OPTIMAL,47,0.046632051,1
0,4,4,10,10,0.2,FALSE,42,42,0,TRUE,1,0.011003971,OPTIMAL,2,0,43,0.024095774,0.035099745,0,0,0,0.022003651,43,OPTIMAL,43,0.015000105,1
0,4,4,10,11,0.2,FALSE,42,42,0,TRUE,1,0.016999006,OPTIMAL,2,0,47,0.023000717,0.039999723,0,0,0,0.02598834,47,OPTIMAL,47,0.016000748,1
